ID,HashTags,TweetText,mentions_other,User,ritter_candidates,calai_candidates,stanford_candidates
2596,UFC211,Masivdal is one mean son of a b*tch.,masvidal,TFrenchOnline,,[],
2597,UFC211,I think that @GamebredFighter takes this. This will be a striking affair.,;,TheMMAMatthew,,[],
2598,UFC211,RT if @joannamma defends again at  tonight! 🏆,;,8Britt9,,['rt'],
2599,UFC211,Brazil just discovered Linkin Park 🤔,"brazil, linkin park",Bobby_Beats,"brazil,linkin park",['brazil'],"brazil,linkin park"
2600,"UFC211, JerseyStrong",Frankie is handling that BUSINESS,frankie,414Remy,frankie,[],frankie
2601,UFC211,"@BrendanSchaub Got the same,surely a title shot for whoever wins this ",,RyanBoulton1998,,[],
2602,UFC211,Edgar raining down punches from top position with 30 seconds left in the first round,edgar,MrAmazingAustin,edgar,[],edgar
2603,UFC211,MMAFightingWhat’s that noise?,,MMAHWatch,,[],
2604,"Levels, UFC211, UFC, MMA",@FrankieEdgar literally mopped the mat with @panteraufc for two rounds!,,ram_ilan,,[],
2605,"ufc211, ufcdallas",@julesk_fighter loving this @demianmaia walkout music,,thomasjw,,[],
2606,"ufc211, jorgemasvidal, fighter, ufc, bjj, mma, nyc, happygirl",Hope he wins tonight!         @ Lower…,;,free_bunny86,,[],
2607,UFC211,Can't believe we still got three scraps left. Two of them are title fights. Holy cow! What a night!!!  has delivered.,;;;;,MMAjunkieGeorge,,[],
2608,UFC211,"results: Frankie Edgar def. Yair Rodriguez via TKO (doctor stoppage) - Round 2, 5:00 …",frankie edgar;yair rodriguez,MariLovesMakeup,"frankie edgar,yair rodriguez via tko",['frankie edgar'],frankie edgar def. yair rodriguez
2609,,Dammmmmmmmme,,A7medBenyousef,,[],dammmmmmmmme
2610,UFC211,Come on Maia!!! Please don't pull off a Jacare Souza.,maia; jacare souza,TabsterOPuppets,"maia,jacare souza",[],
2611,UFC211,@demianmaia here we go!,,jtbsoon2b,,[],
2612,"UFC211, zacbrownbandlive",Kendrick Lamar Damn! Bev Hills Cops Love Me    Bobby Ryan...,"kendrick lamar; bev hills, bobby ryan",iam_dapeter,"bev hills cops love,bobby ryan","['kendrick lamar', 'bobby ryan']","kendrick lamar damn! bev hills,bobby ryan..."
2613,UFC211,Let's go Maia! I want to watch Masvidal tap,maia; masvidal,riju_nayak,"maia,masvidal tap",[],masvidal
2614,UFC211,I expect a great display of BJJ by Maia,"bjj, maia",CityHunterKai,maia,[],maia
2615,UFC211,Yair Rodriguez left eye swollen shut from Frankie Edgar's punishing strikes via elbows and jabs.,"yair rodriguez, frankie edgar",combatesmundial,"yair rodriguez,frankie edgar",['frankie edgar'],"yair rodriguez,frankie edgar's"
2616,UFC211,Hope Maia wins but I can see a Masvidal KO hope I'm wrong,"maia, masvidal",LomaIsGOAT,"hope maia,masvidal ko",['hope maia'],maia
2617,UFC211,"This dude Jason Knight proves to be must see TV yet again. Seeks the finish non stop. ""Mississippi Mean"" indeed. ",jason knight;; mississippi mean,lpkbookit,"jason knight,tv,mississippi","['mississippi', 'jason knight']",jason knight
2618,ufc211,Bruce Buffer looking like the plug in the 80s with that blazer,bruce buffer,theckmjgroup,bruce buffer,['bruce buffer'],bruce buffer
2619,,Yair will be the champ one day. Out of ALL the 45ers in the world Frankie is his worst match up. Mishandling of a l…,yair; frankie;,ratchetm0ran,"yair,frankie",[],"yair,frankie"
2620,ufc211,Seeing Alvarez survive that exchange really puts @TheNotoriousMMA left hand into perspective.,alvarez,EJBarr3,alvarez,[],alvarez
2621,UFC211,MMAFightingEdgar 10-9 in the second and 20-17 overall. He’s schooling the young buck right now.,;,MMAHWatch,,[],
2622,UFC211,"Fan Poll results as of writing this:
Maia - 68%
Masvidal - 32%",; maia; masvidal,ChokeHoldMMA,maia,[],
2623,UFC211,And that's it! The fight has been stopped by ringside doctors. Frankie Edgar gets another big win,;; frankie edgar,EAsXe,frankie edgar,['frankie edgar'],frankie edgar
2624,"frankieedgar, UFC211",My God Rodriguez eye.... Ouch,rodriguez;,michellensteve,god rodriguez,[],rodriguez
2625,UFC211,This fight is basically UFC trying to put a hit out on Maia,"ufc, maia",McJustTweeted,maia,[],"ufc,maia"
2626,"UFC211, UFC, MMA",Maia has single leg of doom. Only been hit 14 times in last FOUR fights. Masvidal has nearly 80% takedown defense.,maia; ; masvidal,AcostaIsLegend,maia,[],"maia,masvidal"
2627,UFC211," @ufc if @GamebredFighter gets taken down its over until itz standing the fight is on but he will be taken down 
@BloodyElbow",;,anand316,,[],
2628,UFC211,"Great card for @ufc  I'm going with Stipe, JJ, Maia, Edgar, Eddie - who you got? Gonna try stay up for this… ","stipe, jj, maia, edgar, eddie;",rynstien,"stipe,jj,maia,edgar,eddie",[],
2629,UFC211,Come on Maia. Let's put a stop to this clowns run.,maia;,TurboTwist986,maia,[],
2630,UFC211,"Maia all day, every day!  ",maia,Other_Girl,maia,[],maia
2631,UFC211,Masvidal came out to the theme from Scarface?! Ok that's quite legendary to be fair 😂👍🏻,"masvidal, scarface;",JDaBuddah,scarface,['scarface'],masvidal
2632,"UFC211, QandA","So, @demianmaia has the 2nd most submission victories in UFC history. Who has the first?",ufc;,UFC_AUSNZ,ufc,[],
2633,UFC211,Masvidal coming out to the scarface theme song 🔥,"masvidal, scarface",Jon_Jitsu71,,[],masvidal
2634,"UFC211, BestCardOfTheYear","THIS. CARD. IS. 🔥🔥🔥🔥🔥🔥🔥

 ",;;;,eTHEgoddess,,[],
2635,ufc211,Have I ever mentioned I love Daniel Cormier? Great talent and heart. Great champion. Awesome commentator! @dc_mma @ufc,;;;;,Llana,daniel cormier,"['awesome commentator', 'daniel cormier']",daniel
2636,,My god this is horrific! 😂😂😂 I LOVE it!,;;;;,themarkysmark,,[],
2637,UFC211,Maia going to choke him unconscious,maia,BobJohn52762159,,[],maia
2638,UFC211,"...and Maia with such a classic walk out song, such a legend! ",maia,GordieMcGuire89,maia,[],
2639,"UFC211, BJJelite",@demianmaia come on champ! Win this and no one can deny you the title shot anymore!,;,RedStarRony,,[],
2640,"UFC211, UFCDallas",I still think @GamebredFighter &amp; @sergiopettis  are the same person lol   @MMALatestNws @TommyToeHold @MMAFighting,,cminer74,,[],
2641,"EasyMoney, ufc211, TopTeamTakeover",Let's go @GamebredFighter!!!,,AmericanTopTeam,,[],
2642,UFC211,I'm super confident in Maia here. Which means Masvidal is about to mess him up.,maia; masvidal,ThatBryceMartin,maia,[],masvidal
2643,UFC211,2-0 for ! Let's go mia for my 3-0!,;,DatBoiFlexJr,,[],
2644,"UFC, UFC211",Matchmaker Joe Silva will be inducted into the  HOF this July. Well deserved for sure!,"joe silva, july;",BeardedMMA,matchmaker joe silva,['joe silva'],joe silva
2645,"ufc211, camelliasolanabeach","Headed to @rivolis to watch  
I'm super grateful to have been styled by  for this specia… ",;,Tempted_2_love,,[],
2646,ufc211,it's quase time,,bull_etproof,,[],
2647,UFC211,"What would your walk-in choon be, guys? ",,_RayneScar,,[],
2648,"Eurovision, UFC211, WhitePeople, CNNsotu, JudgeJeanine","Remember when CNN colluded with HRC and the DNC? I do.

     ","cnn, hrc, dnc;",caesarman2012,"cnn,hrc",['cnn'],"cnn,hrc"
2649,,🤔🤔🤔.....hard choice,,PegasusRush,,[],
2650,UFC211,Maia coming out to Linkin Park's - Numb,"maia, linkin park, numb",TheUFCUpdates,linkin park,[],"maia,linkin"
2651,UFC211,what's really funny @dc_mma was how mad Fitch was that someone took him down and held him down,fitch,GriiffinNoel,mad fitch,[],fitch
2652,,These NUGGETS!,,jacie_me_rollin,,[],
2653,UFC211,LETS GO MAIA!,maia,ggooglyboogly,maia,[],
2654,ufc211,Welp. I was cheering for Maia tonight. Then he had to walk out to Linkin Park. Yeah I don't know if I can do that now,;maia; linkin park;,MrIzdik,"maia,linkin park",[],linkin
2655,UFC211,This is going to be some fight!!,,RossKiely95,,[],
2656,UFC211,I love that Masvidal doesn't even try to play to the cameras when shadowboxing,"masvidal, shadow boxing",gizzmo11477,,[],masvidal
2657,UFC211,"Now that I've talked shit to @eugeneSrobinson, @GamebredFighter has a jinx working in his favor.  ",,Fight_Whisperer,,[],
2658,ufc211,@FrankieEdgar is one impressive fighter,,TSDpod,,[],
2659,UFC211,"@GamebredFighter wins the battle of walk out music. 
",,JerseyChi,,[],
2660,"ThrowBack, UFC211",Props to Maia for walking out to Numb,"maia, numb",teddyboivin,maia,[],maia
2661,UFC211,Crowd reaction says it all,,theysaymateo,,[],
2662,UFC211,@FrankieEdgar will always be the fan's favorite.  Dude is a beast. He's humble.  And always brings it!,;;;,theyoungjoo,,[],
2663,UFC211,Masvidal coming out to the Scarface theme. Aaaahahahaha,"masvidal, scarface;",HishDev,scarface,[],masvidal
2664,UFC211,I pick Masvidal to win big here because Maia has Numb as his walkout song.,"masvidal, maia, numb",_SeanDonnelly,maia,[],"masvidal,maia"
2665,"UFC211, SignTheFeatherweights",@MeganA_mma I'm a huge Maia fan but I'm nervous for sure.,maia,TheShaneRussell,maia,[],maia
2666,"UFC211, UFC, MMA",UFC hates Maia so much they make him walk out to Linkin Park.,"ufc, maia, linkin park",AcostaIsLegend,"ufc,maia,linkin park",[],"ufc,maia,linkin park."
2667,,I like both of these guys. I'll be sad no matter who wins. I'm leaning Maia tho.,;; maia,ProfessorBLove,,[],
2668,,Fuck sake man!!! 😷😳,;,S_Shady7,,[],
2669,UFC211,Masvidal walking out to the Scarface theme music,"masvidal, scarface",evil_ecco,scarface,[],masvidal
2670,UFC211,Post Fight Interview with @DavidcBranchMMA,,TheTruthJackson,,[],
2671,"UFC211, UFCfi",Oh yes. Let's do diiiiiiz @demianmaia !,;,LarsLapamato,,[],
2672,UFC211,The timeline goes to shit when no sports are on....I'm watching  though 👍👊,,500KFlea,,[],
2673,UFC211,Dunno why but Demian Maia coming out to Linking Park is hilarious,"demian maia, linkin park",riju_nayak,"demian maia,linking park",['demian maia'],"demian maia,linking park"
2674,UFC211,@ufc I didn't go to the beach with my fam bc i was hoping Yair would win the fight 😫,yair,MachineGunJofee,,[],yair
2675,"maia, ufc211",Rooting for,,pcassidy_UK,,[],
2676,UFC211,There may be no fighter on the UFC roster I'm more unabashedly rooting for than Demian Maia.,"ufc, demian maia",JesseScheckner,"ufc,demian maia",['demian maia'],"ufc,demian maia."
2677,,Crap...,,marc_raimondi,,[],
2678,UFC211,😳  @FrankieEdgar congrats!,,byyeoside,,[],
2679,UFC211,"CONGRATS JOE SILVA on the Hall of Fame @ufc
 ",joe silva,islandmobosp,congrats joe silva,['joe silva'],joe silva
2680,UFC211,Edgar just messed him up,edgar,JayAndersonMMA,edgar,[],edgar
2681,,Maia finna lose,maia,MrDibsGotScampi,maia,[],maia
2682,UFC211,"Maia is awesome, but walking out to Numb by Linkin Park is not. ","maia, numb, linkin park",Super_EWilliams,"maia,linkin park",[],"maia,linkin park"
2683,UFC211,It's a joy to watch Maia. The epitome of a martial arts master.,maia;,AckerooBanzai,maia,[],
2684,"DosSantos, Miocic, UFC211, boxing",Wow TV  UFC 211 Live   Stream Edgar vs.  Rodriguez      Get Your Link,"ufc, edgar, rodriguez",muktanpi,"edgar,rodriguez",[],"edgar,rodriguez"
2685,ufc211,"Gatekeeper doin his thing, that eye though ",,Del_Thinks,,[],
2686,uFC211,The fight the UFC never wanted was Frankie vs McGregor.. it would have been interesting to see.,"ufc, frankie, mcgregor;",SchooiWood,"ufc,frankie",[],"ufc,frankie"
2687,"Masvidal, UFC211",@danawhite bout to be $200K richer if  loses tonight?,,FightClipFilms,,[],
2688,UFC211,God damn this is a good card.,,bradnewsbear,,[],
2689,,DC is awesome!,dc,PWPNation,dc,[],
2690,UFC211,results: @FrankieEdgar stops Yair Rodriguez via TKO at (5:00) of Rd 2. (doctor stoppage end of Rd 2/Yair eye swollen shut),yair rodriguez;yair,combatesmundial,"yair rodriguez,tko",[],yair rodriguez
2691,ufc211,That's bullshit it shouldn't be a NC he should have got DQ,"nc, dq",CodyS777,"nc,dq",[],
2692,UFC211,Sucks to see Yair lose like that. Edgar is just too dominant. Now let's go Masvidal !!,yair; edgar; masvidal,MisreadPoet,"yair,edgar",[],"yair,edgar,masvidal"
2693,ufc211,"I'm giving you $5 off each of your first 4 Uber rides. To accept, use code 'jesusn919ue' to sign up.",uber;,mrspdipset866,,['uber'],
2694,UFC211,Can we please get this guy a title shot @demianmaia,,TeamEganMMA,,[],
2695,UFC211,How do you deal with Yair's style? Frankie Edgar had The Answer,yair; frankie edgar,GBilefete,"yair,frankie edgar","['frankie edgar', 'yair']",frankie edgar
2696,UFC211,I feel like Maia didn't respond to the email requesting walkout songs and got stuck with Linkin Park.,"maia, linkin park",BenjaminAbrigo,"maia,linkin park",[],"maia,linkin park."
2697,,"Us handicappers shy away from nepotism and cronyism, @eugeneSrobinson. ",,eugeneSrobinson,,[],
2698,UFC211,Now I wanna watch Scarface.,scarface,mancillas_jose,scarface,['scarface'],
2699,UFC211,"🐐 GOAT QUOTE 🐐

@FrankieEdgar |  ",;;,ufc,,[],
2700,UFC211,"Before tonight's  main event, take one last look at who fellow @ufc fighters are picking in @stipemiocicufc vs. @junior_cigano. ",,MMAjunkie,,['@ufc'],
2701,"IamwithFrankie, UFC211","Let's go Frankie!!!! Knock this kid out!
 ",frankie;,RowdyTomCat,frankie,[],
2702,UFC211,"Terrific fight here. Yair has championship potential, but is he ready to beat someone like Frankie Edgar? ","; yair, frankie edgar",RaCuevas,frankie edgar,['frankie edgar'],"yair,frankie edgar?"
2703,UFC211,@demianmaia coming out to a LP Song when @LIKINPARK_ was actually good.,lp,GarryISRad,lp song,[],
2704,UFC211,@FrankieEdgar is a real life rocky balboa and an absolute legend,rocky balboa,TDeathstar,rocky balboa,[],
2705,UFC211,Maia coming out to Linkin Narc? Ruh roh!,maia;,theeffect1500,,[],"maia,linkin narc? ruh"
2706,ufc211,Let's get this Frankie,frankie,CharlieGruver1,,[],frankie
2707,ufc211,Demian maia walking out to Linkin park!!!,"demian maia, linkin park",nickcox42,"demian maia,linkin park",[],"demian,linkin"
2708,UFC211,"Demian Maia vs. Jorge ""Gamebred"" Masvidal is going to be SO interesting! I honestly don't know how this fight will end! Let's see! ","demian maia, jorge ""gamebread"" masvidal;;",SexyJairBear,"demian maia,jorge","['jorge ""gamebred"" masvidal', 'demian maia']","demian maia,jorge ""gamebred"" masvidal"
2709,UFC211,"MMAFightingThe fight is over. Edgar by TKO, doctor’s stoppage. ",mmafighting; edgar,MMAHWatch,"edgar,tko",[],edgar
2710,,"No contest or not, lets hope those two get something from @ufc for that performance. Great fight while it lasted. ",;,anttopquality,,[],
