ID,HashTags,TweetText,mentions_other,mentions_other_limited_types,URLs,User
1842,social distancing,Trump says new coronavirus 'guidelines' will address potential changes to social distancing rules #FoxNews,"Trump, coronavirus",Trump,,FRANK_J_MILES
1843,social distancing,Tonight's ISS fly-by... The clouds opened up just enough to get this shot of the world's social distancing champion…,ISS;;,ISS;;,,kevob777
1844,social distancing,Big congrats to everyone in the US who’s not taking social distancing seriously. You’ve made it to #1 again. Amazin…,US;;;,US;;;,,amejiap97
1845,social distancing,@Zendaya since we're social distancing maybe log onto this bird app and interact with us ?,,,,ughgowon
1846,social distancing,This social distancing lark is the right thing to do but gutted there was someone on a trumpet at the other end of…,,,,rachlikesrhythm
1847,social distancing,"While you are grocery shopping, don’t forget to practice social distancing by keeping 6 feet from others at all tim…",,,,CHSCAlamedaCty
1848,social distancing,A scoreboard developed by a NYC-based data firm grades each state and county on how well its residents are practici…,,,,WashHtsPatch
1849,social distancing,"@CNNPolitics It's a target, nothing set in stone. The President said so himself yesterday. The line will move acc…",;;;,;;;,,LaveritaDr
1850,social distancing,"In an effort to provide more space for social distancing, the city is closing streets to cars starting Friday.",,,,WashHtsPatch
1851,social distancing,Social distancing y'all. Like fr. Please y'all. We already have 9 cases.,;;;;,;;;;,,ViewssFromWhit
1852,social distancing,Lots of people out here asking what books to read while social distancing. I didn’t know one of the symptoms of Co…,;;,;;,,broadwaybarbiee
1853,social distancing,Melanie Fournier doesn’t know how she caught COVID-19. The 42-year-old works in health and social services. She was…,"Melanie Fournier,COVID-19;;;",Melanie Fournier;;;,,TChaDunlevy
1854,social distancing,Social Distancing... 6 feet at least...,;;,;;,,SchickBeth
1855,social distancing,"@Laurie_Garrett If I read this correctly and depending on circumstances, a social distancing space of one meter may…",,,,ReyannaRice
1856,social distancing,@ne0liberal Jobless that indicate great social distancing for stopping a virus. Good sign.,;;,;;,,achalaugustine
1857,social distancing,"Every Sunday,they go on the pulpit to tell us tall tales of how they healed and raised the dead,one even claimed he…",,,,okoroafor_nonso
1858,social distancing,Are these tiktokers even social distancing,,,,sorutochukwu
1859,social distancing,wait but if they’re both social distancing and have for 2 plus weeks then can’t they just see each other?,,,,sweetenerbey
1860,social distancing,Trump says new coronavirus 'guidelines' will address potential changes to social distancing rules @AlexSchmolling2,"Trump, Coronavirus",Trump,,AlexSchmolling2
1861,social distancing,"Gov. Beashear: Asking mayors, county judge executives to closely monitor parks, playgrounds. If people using the fa…",Beashear;;,Beashear;;,,GYMObrad
1862,social distancing,Before social distancing...,,,,mickeyavalon
1863,social distancing,E-karaoke! Bedtime poutine! Virtual dance party! Time to start making your #SelfIsolation weekend plans:,E-karaoke;;;;,;;;;,,ottawamag
1864,social distancing,VIDEO - New Orleans Mayor: ‘Relaxing the Social Distancing Measures Will Take Us Back’,New Orlean,New Orlean,,GrabienMedia
1865,social distancing,@The_Vagitarian I still have a problem with that. I genuinely wish we could impose a rule: if you haven't practiced…,;;,;;,,Rageagainstrepu
1866,social distancing,this guy doesn’t understand social distancing at all...,,,,goodbyehan
1867,social distancing,Social distancing in aldi,,,,komifromhell
1868,social distancing,Governor says he is asking County Judges and Mayors to keep a close eye on parks to discourage gatherings that are…,,,,WKDZ
1869,social distancing,@Kurapeak I thought this would be a social distancing joke.,,,,JJtheGamerGuy
1870,social distancing,Why are you open? All fitness locations are to be closed. Do we not know the rules of social distancing.…,;;;,;;;,,danluna67483961
1871,social distancing,escaped farm animals during social distancing. call that COWVID-19 ??,;COWVID-19;,;;,,katreyfer
1872,social distancing,"work was shite, people kept yelling at me, just want a cuddle but ner not allowed for like at least 18 days, social distancing is way shit",,,,meganhinton__
1873,social distancing,Problem #293 with this social distancing process: when I’m taking a walk and see someone walking their dog and I ca…,,,,V3gan_F3minist
1874,social distancing,"Rebel-held Syria braces for Coronavirus 'tsunami' -- without soap, running water or the prospect of social distanci…",Coronavirus,,,iamcarlito359i
1875,social distancing,"SOCIAL DISTANCING & anchoring @fox5dc news from home! ?In this new normal, we’re making adjustments to help stop th…",;;,;;,,Fox5Shawn
1876,social distancing,Today's adventure was Falls Run Park. Social distancing was only a little challenging. This going to a park every o…,Falls Run Park;;;,;;;,,jennstrobel
1877,social distancing,"@sarkizaniando @secomvc E o Trump? The more aggressively we commit to social distancing, the more lives we can save…",Trump;;,Trump;;,,alexprocesso
1878,social distancing,@GovernorVA How come golf courses like Reston National Golf Course are allowed to still operate? People are sharing…,Reston National Golf;;,;;,,Cf104716
1879,social distancing,theres this white family walking around the store with a wooden social distancing stick. im quitting,;;,;;,,dokyupid
1880,social distancing,“It's morbidly quiet.” Popular Florida senior living community finally embraces social distancing,;Florida;,;Florida;,,TIME
1881,social distancing,"@AmyDentata Gonna be honest, this is making me get a beret, take up smoking and emerge as a revolutionary from the social distancing cocoon",,,,mimesatwork
1882,social distancing,Something to look forward to when it’s deemed safe to stop social distancing ? I’ll be able to pick up my DCHDMI-modded Dreamcast ?,;;,;;,,bagofcrag
1883,social distancing,"@joelockhart @realDonaldTrump It's called social distancing, nitwit.",,,,vht_br
1884,social distancing,Can we do this and meet social distancing guidelines @gabsantospriest?!,,,,keyharris
1885,social distancing,A visual representation of who may not be taking this as seriously as necessary...state health officer Dr. Scott Ha…,;Dr. Scott;,;Dr. Scott;,,caroline_leak
1886,social distancing,#CoronaCovers: @RiceUniversity @ShepherdSchool violin student Allison Smith practices social distancing while perfo…,Allison Smith,Allison Smith,,RiceUNews
1887,social distancing,my version of social distancing is 60ft 6in ???,,,,2023Evans
1888,social distancing,@SkyNews Social distancing please,,,,RealPlayzsROBLO
1889,social distancing,"Let's begin with the delayed start date. So the logic here is...""Social distancing isn't working! We have to do mor…",;;;;,;;;;,,joeldavidsawyer
1890,social distancing,The Florida DOH and CDC are imploring people to practice social distancing. This practice is especially important a…,"Florida,DOH,CDC;;","Florida,DOH,CDC;;",,monroecounty
1891,social distancing,posing with a close friend while social distancing,,,,popchopsHQ
1892,social distancing,"Despite #coronavirusoutbreak, city business continues with the mayor, alderman and staff strictly following CDC gui…",CDC,CDC,,giangreports
1893,social distancing,"Live at 430, the Slick Skillet Serenaders perform a social distancing concert, IG & FB @ Bywater, New Orleans","Slick Skillet Serenaders, New Orleans","Slick Skillet Serenaders, New Orleans",,fiddlekiller
1894,social distancing,i hate social distancing someone come over :(,,,,kiwiwwalked
1895,social distancing,"The Social Distancing, Quaranti...",,,,ajividen73
1896,social distancing,Trump says new Coronavirus 'guidelines' will address potential changes to social distancing rules @AlexSchmolling2,Trump,Trump,,AlexSchmolling2
1897,social distancing,Coronavirus social distancing Scoreboard: how Union County ranks,"Coronavirus,Union County",Union County,,spfpatch
1898,social distancing,Adorable Animated Super Mario Chain Chomp Toy Will Help You Practice Safe Social Distancing,Super Mario Chain Chomp Toy,Super Mario Chain Chomp Toy,,VideoGameNews
1899,social distancing,Coronavirus social distancing Scoreboard: how Union County ranks,"Coronavirus,Union County",Union County,,SfldPatch
1900,social distancing,"I don't understand why everyone acts shocked when a new case is confirmed, bahamians aren't taking social distancin…",,,,tatexsteve
1901,social distancing,@ElizaCarthy BenSeal WillyMolleson PhilAlexander RickStandley PeteFurniss MrMcFalls CD+DownLoad Through That Sound…,,,,HomesteadPost
1902,social distancing,They’re going around removing the hoops from the basketball courts because people don’t understand social distancin…,,,,davidxkey
1903,social distancing,Coronavirus social distancing Scoreboard: how Ocean is Doing,"Coronavirus,Ocean",,,ManchstrNJPatch
1904,social distancing,@MacDonaldTweets social distancing kings,,,,germanconpalta
1905,social distancing,I have an idea to help with social distancing and stores: an app where employee can get a customers phone number an…,,,,casedbhloe
1906,social distancing,"These numbers, with the social distancing, closures and stay-at-home orders, are completely overstated. The numbers…",;;,;;,,melvingaines
1907,social distancing,"Imagine if we had started social distancing and staying at home on March 1st, like before everyone (students and fa…",,,,zorospride
1908,social distancing,There’s those people who are ignoring social distancing guidelines and I’m there legit sprinting away if I see some…,,,,Hannah_r55
1909,social distancing,?? Safety first. All our #Locksmiths have been fully briefed on social distancing and safe practices during this ti…,;;,;;,,Locktec_ie
1910,social distancing,I’m doing so fine with this social distancing. Love to be by myself!!,;;,;;,,fayann123456
1911,social distancing,How the fuck is there traffic during social distancing,,,,LibbyRoach
1912,social distancing,chanyeol and i are actually dating we’re just social distancing <3,chanyeol,chanyeol,,myeonswrld
1913,social distancing,I think @RunComPod is the only thing keeping me sane on my runs right now in the social distancing stress so have j…,,,,DBArunning
