ID,HashTags,TweetText,mentions_other,output_mentions
2479,WhitePeople,Don't have a problem with  unless they're racist or voted for Trump...but that's kind of the same thing,trump,[['trump']]
2480,WhitePeople,@polNewsForever When  think they're superior,,[[]]
2481,WhitePeople,be crazy.,,[[]]
2482,WhitePeople,"I'm White Privilege….

 ",white privilege,[[]]
2483,"WhitePeople, IForgotToPackMy, Trump45, InconvenienceAFilm, MAGA, ButtHurtLiberals"," ""Liberty University""        ",liberty university,[['liberty university']]
2484,BackTheBlue,"I'm proud 2 be 
White 
Conservative 
Pro life 
Pro 2A 
Pro Military
and I  

I don't give a sh*t if that offends u",;;conservative;pro life;;military;;;,"[[], [], [], [], [], [], [], []]"
2485,WhitePeople,"Nobody can pull the ""qualified"" excuse on me when we see a Congress full of only  who stink at their job.",congress,[['congress']]
2486,"WhitePeople, BlackPeople, TRUMP, MAGA",&amp;  LOVE !,,[[]]
2487,WhitePeople,get 2 scoops of ice cream and everyone else gets 1 scoop.,,[[]]
2488,"WhitePeople, worstpresidentever",Obama killed America and   .  Elected by idiots.,"obama, america;","[['obama', 'america'], []]"
2489,"DIVERSITY, WhitePeople, WhiteGenocide, StandUpForEurope",🐰 means fewer .,,[[]]
2490,"WhitePeople, BlackPeople, AsianPeople","This is not about ,   etc. It's a spiritual matter. Many ppl take this as literal/rational… it's beyond.",;;;,"[[], [], []]"
2491,WhitePeople,people dont even know why this is trending and they  still offended by hashtag smfh,,[[]]
2492,WhitePeople,"We are back and we are really, really pissed off.  ",,[[]]
2493,WhitePeople,is a hashtag Twitter pushes to incite hate. Ignore it.,twitter;,"[['twitter'], []]"
2494,WhitePeople,"Suit up fam, we're taking over this hashtag   ",,[[]]
2495,whitepeople,do i even want to know why  is trending?,,[[]]
2496,WhitePeople,"The white people mad about the  hashtag, not realizing it's about a @DefineAmerican documentary, are proving its point. ",,[[]]
2497,"Eurovision, WhitePeople",@chuckschumer America's left boob 😏,america,[['america']]
2498,"WhitePeople, dankmemes","The ""misunderstood white boy"" starter pack   ",,[[]]
2499,"WhitePeople, OrangePeople, MAGA",I dig  but what about  like Don da Con &amp; MAKE ASSHOLES GREAT AGAIN,don,[['don']]
2500,WhitePeople,I'm white and I have a job. Liberals just got triggered.,; liberals,"[[], []]"
2501,WhitePeople,A Reminder.,,[[]]
2502,,Me too,,[[]]
2503,WhitePeople,SOMEONE PLEASE TELL ME HOW THIS IS RACIST 🤔🤔🤔,,[[]]
2504,,"BOTS: All less than 200 followers, all saying the same thing, all drinking the Kool-aid.",,[[]]
2505,Whitepeople,and fuck your racist hashtag you racist bastards.,,[[]]
2506,,The land belongs to no one. It is controlled by the strong until someone else stronger comes along.,;,"[[], []]"
2507,WhitePeople,Hateful liberals are using the hashtag  to promote racism against whites. Yet they claim republicans are the racist ones? 🤔,liberals; republicans;,"[[], []]"
2508,"WhitePeople, GodBlessAmerica",It is an honor that  get under your skin and is trending..  Wear it as badge of honor people! 👍 🇺🇸 🇺🇸,;;,"[[], [], []]"
2509,,"We don't hate all white people, just Trump supporters. Your ancestors owned some of our relatives at one point. Your daughter is beautiful! ",trump;;,"[['trump'], [], []]"
2510,WhitePeople,"You know liberal racism has reached the point of insanity when white liberals are being racist to other whites. 
",liberals; liberal,[[]]
2511,,"Until the color of a man's skin is of no more significance than the color of his eyes, we will not know peace  ",,[[]]
2512,,Do ppl not realize tht the 2 major parties essentially switched platforms?? Democrats supported the civil rights movement???,"; democrats, civil rights movement","[[], ['democrats']]"
2513,WhitePeople,is trending.  Time to make myself mad looking through posts for no reason.,;,"[[], []]"
2514,WhitePeople," are weak, evil liars, thieves, cheaters &amp; deceivers. It's sad they will not accept it! I wish the natives had more fire power!",;;,"[[], [], []]"
2515,whitePeople,Obama really really really liked,obama,[['obama']]
2516,,"I like my skin. It's part of who I am. But it comes w/ unearned privilege and failing to acknowledge it makes you an asshole.

",;;,"[[], [], []]"
2517,WhitePeople,"Libs are just so desperate to bring back racism and sexism... They even want to rekindle the cold war.
",; cold war,"[[], []]"
2518,"Democratic, WhitePeople","New  Party Rules:
Must be pro abortion
Must be pro socialism
Must hate 
Must rely on Government vs God
Must hate USA",;; socialism;;;usa,"[[], [], [], [], ['god'], ['usa']]"
2519,WhitePeople,Nah.  We're just over being the scapegoat to 's woes..,;,"[[], []]"
2520,"WhitePeople, CantSupportLiberalsOrTerrorists",When Liberals show hate of   it shows their true colors - The color of racism.,liberals,[[]]
2521,,"""Mary, Mary, quite contrary,
How does your garden grow?
With silver bells, and cockle shells,
And pretty maids all in a row..."" ",mary;;;,"[[], [], [], []]"
2522,WhitePeople,"@_Makada_ Explain ""racism against .""  Easy to state; provide examples.",;,"[[], []]"
2523,WhitePeople,"In today's society, there are more black racists than white racists.
",,[[]]
2524,,"Those are Jews, you Zionist shill ","jews, zionist",[[]]
2525,WhitePeople,"Not one is standing at the end of a street in any ghetto forcing black ppl n minorities to live in them, but we pay the rent 🤔 ",,[[]]
2526,,So true!!@Jrwoke,;,"[[], []]"
2527,,"After Poles kicked turkish asses during battle of Vienna, Turkey become one of the greatest friends of Poland in history. Never forget ","turkish, vienna, turkey, poland;","[[], []]"
2528,,Hey white folks complaining for no goddamn reason: shut the fuck up and read this thread. And tell me I'm wrong.…,;,"[[], []]"
2529,WhitePeople,"Some  who are elected President, get caught doing what they shouldn't have been doing... ",president,[[]]
2530,WhitePeople,"Dear  and every people. If this pisses you off, you're probably racist. ",;,"[[], []]"
2531,WhitePeople,invented basketball.,,[[]]
2532,WhitePeople,see  trending... yep exactly what i thought it was *walks right back out*,,[[]]
2533,,Democrat Party has always been the racist party. They use identity politics to pull our chains and divide us for po…,democrat party;,"[[], []]"
2534,WhitePeople,being a hashtag got some in their feelings.,,[[]]
2535,"NationalSocialist, WhitePeople","""Where like begets like there will be harmony,"" runs an old  adage
… ",,[[]]
2536,WhitePeople,"@realDonaldTrump @Scavino45 @PressSec 

Let's Make America Great Again, together! 🇺🇸",;;america;,"[[], [], []]"
2537,WhitePeople,"

You will not replace us ",,[[]]
2538,"WhitePeople, IForgotToPackMy, Trump45, InconvenienceAFilm, MAGA, ButtHurtLiberals"," ""Liberty University""     … ",liberty university,[['liberty university']]
2539,whitePeople,"White People tweeting about  making it trend and blaming it on the left, beautiful.",,[[]]
2540,,"Liberalism has taken on a new shape, now what was reality and made sense is now hypocritical and deserves impeachment😂 be careful liberals! ",liberalism,[[]]
2541,whitepeople,I'm pro diversity so fuck  am I right?,,[[]]
2542,"Eurovision, UFC211, Portugal, WhitePeople",Hillary Clinton - a true story of murder   i,hillary clinton,[['hillary clinton']]
2543,whitepeople,@Rambobiggs @slice6467  keep stock trading. Buy $BVTK and you will be rich. Most undervalued stock on the OTC.,;;otc,"[[], [], []]"
2544,,There is not one law that affords White people rights that are denied to non-whites. Institutional racism doesn't exist.,; institutional racism,"[[], []]"
2545,"WhitePeople, BLM",@Stevenwhirsch99 @Shalom555222 People RT  &amp;  are racists . What happened to skin color doesn't matter?  bcuz they protect &amp; serve ALL LIVES,;;,"[[], [], []]"
2546,"WhitePeople, WhitePeople","This belongs on .
Apparently if you know  benefit from white supremacy you hate white peopl… ",;,"[[], []]"
2547,WhitePeople,"For someone who loves ""diversity"" so much, Macron has a lot of  on his campaign staff. ",macron,[[]]
2548,,Turns oven on broil. Places laptop inside,;,"[[], []]"
2549,,As you should be unlike everybody else you're the first person I've seen say this,,[[]]
2550,whitepeople,Anti-White Bots Trying to Take Over Twitter's   via @wordpressdotcom,twitter,[['twitter']]
2551,WhitePeople,"We're dying, but that's okay, this is symbolic for how @MoveOn and @TheDemocrats want  to die anyway. ",;,[[]]
2552,WhitePeople,I hate them,,[[]]
2553,WhitePeople,Don't let the barbarians destroy what your ancestors built.  Stand up WhitePeople.  The time is now.,;;,"[[], [], []]"
2554,WhitePeople,White women tired of your disrespect fuckoooffffff,,[[]]
2555,,this isn't funny but it's funny,,[[]]
2556,WhitePeople,Most  don't hate anybody. But they are not going to be guilted out of their Countries or Possessions. They owe us nothing.,; ;,"[[], [], []]"
2557,WhitePeople,";

Oh wait... ",,[[]]
2558,"WhitePeople, DannyWilliams, AfricanAmericans"," like @billclinton had kids named  and didnt own up to him, yet many  voted for his wife.",,[[]]
2559,WhitePeople,"Dear 

You realize there are organizations that exist whose purpose is to PROFIT off of YOUR GUILT don'… ",;,"[[], ['don']]"
2560,,I'm pretty sure Martin Luther King Jr's dream did not include miserable liberal Democrats inciting hatred against…,martin luther king jr,[['democrats']]
2561,"LoveMyPOTUS, WhitePeople, HappySaturday",2 scoops of choc chip cookie dough! In honor of MY @POTUS !,;,"[[], []]"
2562,WhitePeople,"There was no murder , stealing or rape before white people came along there was world peace and everyone could fly. ",,[[]]
2563,WhitePeople,hate yall,,[[]]
2564,WhitePeople,The people saying that  aren't responsible for speaking out against racism are the same ones that want all Muslims to apologize.,muslim,[['muslims']]
2565,UFC211,Masvidal just came out to the scarface theme,"masvidal, scarface","[['masvidal', 'scarface']]"
2566,UFC211,if Maia wins this...whats the excuse for not giving him the title shot?,maia,[['maia']]
2567,UFC211,LETTTSSSS GOOOOOO,,[[]]
2568,UFC211,Rodriguez moves away from Jackson Wink and suddenly all the gameplanning is gone along with the good corner advice.,"rodriguez, jackson wink",[['rodriguez']]
2569,UFC211,If that was in vegas would they have stopped the fight ??? no,vegas;,"[[], []]"
2570,"Reebok, UFC",Once this tweet with my   sweatshirt hits 250 RT the contest will begin.  I will custom sign for winner!…,;,"[[], []]"
2571,UFC211,i wanted to root for Maia in this fight until i heard his entrance music.,maia,[['maia']]
2572,ufc211,Respect to @panteraufc and @FrankieEdgar both guys are great fighters.,,[[]]
2573,UFC211,Way to go @JamesVickMMA!,,[[]]
2574,,And that fight right there is why I desperately wanted to see Frankie Edgar go against Conor McGregor. Would have been great,"frankie edgar, conor mcgregor;","[[], ['frankie edgar']]"
2575,"UFC211, UFCDallas",Regardless. Maia is a legend in this sport as well. He has so much experience and has been in the UFC for over 10 years!!!,; maia;,"[[], ['maia'], ['ufc']]"
2576,UFC211,"There is a lot going on in Jorge Masvidal's head. 

I wouldn't want to meet him in a field full of police, never mind a dark alley. ",jorge masvidal;,"[['jorge masvidal'], []]"
2577,,Just hope Maia wins so he deservedly gets his shot at the title...,maia,[[]]
2578,UFC211,"Before tonight's  main event, take one last look at who fellow ufc fighters are picking in stipemiocicufc… ",,[['ufc']]
2579,ufc211,I'm making my grandmother watch  and her reactions are hysterical.,,[[]]
2580,UFC211,Masvidal v Maia up next. This is going to be a great fight &amp; contrast of styles.,"masvidal, maia;","[['masvidal', 'maia'], []]"
2581,UFC211,"I got Maia, he even comes out to my favourite song from high school. ",maia,[['maia']]
2582,UFC211,Maia going to Carlos Condit this one,"maia, carlos condit",[['maia']]
2583,UFC211,.@JamesVickMMA is calling out the UFC for a promotion after his dominating performance at .,ufc,[['ufc']]
2584,UFC211,Still coming out to Numb. Makes me want him to win every time nendndmdnd,;,"[['numb'], []]"
2585,UFC211,MMAFightingThat’s a very probable 10-8 for Edgar. Rodriguez is busted the hell up. Damn. Ground and pound all day.,edgar; rodriguez;;,"[['edgar'], ['rodriguez'], [], []]"
2586,UFC211,I'd love to see Jorge destroy Maia.,"jorge, maia","[['jorge', 'maia']]"
2587,,Dak is big time,,[[]]
2588,UFC211,@GamebredFighter coming out to the Scarface song is applaud worthy.,scarface,[['scarface']]
2589,UFC211,Let's go Miah!,miah,[[]]
2590,UFC211,💰💰 the Edgar fight put me way over the top but if I hit this next one hits 🙌🏽🤣🙏🏽💰💰💰🇧🇷,edgar,[['edgar']]
2591,UFC211,And Maia is coming out to linkin park lol. Maia already lost this fight,Maia;maia,"[['maia', 'linkin park'], ['maia']]"
2592,UFC211,Masvidal to do to Maia what Whittaker did to jacare? 🤔,"masvidal, maia, whittaker;","[['masvidal', 'maia']]"
2593,UFC211,"@GamebredFighter v @demianmaia
Maybe the fight I am most looking forward to at
 ",;;,"[[], []]"
