ID,HashTags,TweetText,annotation_limited types,ritter_candidates,calai_candidates,stanford_candidates,User
3572,,American Universities Begin to Implode ... Why the worst may be yet to come https://t.co/2UuLODOrBu,,,['gop'],"house,gop",88weighted
3573,,​Why you shouldn't be scared by the ' largest data breach ' ever via @CNET,,,['gop'],"house,gop",88weighted
3574,,16 weeks of blood sweat tears stress and a shot ton of push ups all for this moment tomorrow !!,,,['gop'],"house,gop",88weighted
3575,,So much violence . @wkyc live stream cuts from now-finished presser on Cleveland shooting back to funeral of Akron officer killed by gunman .,"Cleveland,Akron",,['gop'],"house,gop",88weighted
3576,,RT @OptaJoe : 1 - Chelsea have conceded the opening goal in a PL game for the first time since December 28 vs Southampton . Rarity .,"Chelsea,Southampton",,['gop'],"house,gop",88weighted
3577,,"Apple Hospitality REIT , Inc . ( APLE ) Ex-Dividend Date Scheduled for August 27 , 2015 #Apple #rumors #news #iDevices","Apple Hospitality REIT , Inc .",,['gop'],"house,gop",88weighted
3578,,"Multiple Fatalities Reported in Washington Navy Yard Shooting : A gunman was barricaded after shots were fired ,...",Washington Navy Yard,,['gop'],"house,gop",88weighted
3579,,"RT @cando_crew : #trycycle2015 #Twickenham - Sunday 12th April , Embankment Twickenham 12-4pm Family Fun","#Twickenham,Twickenham",,['gop'],"house,gop",88weighted
3580,,Apple iPod Touch 4th Generation White ( 8 GB ) - Bid Now ! Only $ 41.0,Apple iPod Touch 4th Generation White ( 8 GB ),,['gop'],"house,gop",88weighted
3581,,"Shooting Reported at Fort Hood , Texas","Fort Hood,Texas",,['gop'],"house,gop",88weighted
3582,,"( 849-227-5252 )) 2 Killed , Multiple Wounded in Miami Shooting : Police : 2 people killed , multiple injuries in shooting ... (( #Boy_swag ))",Miami,,['gop'],"house,gop",88weighted
3583,,RT @SOMPatriots : Somerset is 7-1 on games played on a Friday #GetPatriotic,Somerset,,['gop'],"house,gop",88weighted
3584,,"12 injured in drive-by shooting in Washington , D.C.","Washington , D.C.",,['gop'],"house,gop",88weighted
3585,,Mdr prenez mon dernier tweet comme vous voulez,,,['gop'],"house,gop",88weighted
3586,,RT @ranoeldelbar : El pobre sol no conoce la noche https://t.co/vo8T1yAjRX,,,['gop'],"house,gop",88weighted
3587,,"@alexisaundreaa Friday , ima be on leave for like 2 weeks",,,['gop'],"house,gop",88weighted
3588,,"Website of the European Central Bank (#ECB ) has been hacked , with personal information stolen . | #banking #breach","European Central Bank,(#ECB",,['gop'],"house,gop",88weighted
3589,,"New Single : K . Curtiz - Marry Me Tomorrow - Download Link . https://t.co/YzNoJDr2Rz https://t.co/YzNoJDr2Rz Please Share . Thanks ,,","K . Curtiz,Marry Me Tomorrow",,['gop'],"house,gop",88weighted
3590,,@Bundesliga_EN Dortmund are playing tomorrow I guess ? - come on Wolfsburg,Dortmund,,['gop'],"house,gop",88weighted
3591,,"Sabtu , 05 September 2015 Jam 05:48",,,['gop'],"house,gop",88weighted
3592,,RT @nicktangorra : WAKE UP ITS SATURDAY,,,['gop'],"house,gop",88weighted
3593,,RT @Jordan_Roth : MORE TONYS TICKETS ! Retweet to enter to win 2 tix to the Tony Awards on Sunday ! #10DaysOfTonys,"TONYS,Tony Awards",,['gop'],"house,gop",88weighted
3594,,Mon 15:00 : Temp 1.4 C ; Wind SSW 13 km/h ; Humidity 71% ; Press 101.6 kPa / falling .,,,['gop'],"house,gop",88weighted
3595,,"About time - Snapchat finally apologizes for security breach , releases fix via @mashable",Snapchat,,['gop'],"house,gop",88weighted
3596,,RT @AboutVirgos : A #Virgos feelings toward someone can change so quickly . They may like you today and despise you tomorrow .,#Virgos,,['gop'],"house,gop",88weighted
3597,,"@null Hari ini hari Rabu , Tanggal 15 Bulan April Tahun 2015 Jam 00:43 : 03",,,['gop'],"house,gop",88weighted
3598,,Day trip to flagstaff Sunday ? Or overnight sat-sunday maybe ? Anyone,flagstaff,,['gop'],"house,gop",88weighted
3599,,RT @GermainLussier : ICYMI 2 : This is what happened Friday night at #SDCC .,#SDCC,,['gop'],"house,gop",88weighted
3600,,For those wondering what I actually do during the day check out @Blonde_Vision career feature later today ! https://t.co/WO3sDYs5Bo,,,['gop'],"house,gop",88weighted
3601,,The world is going bonkers just now mmass shooting in detroit michigan at als barber shop,"detroit,michigan",,['gop'],"house,gop",88weighted
3602,,"Lentek na trapek , d n ko aabot sa ustheduo , buti n lng may galeria pa sila bukas .",,,['gop'],"house,gop",88weighted
3603,,"Lmao RT @celtics : Houston just came out guns blazing , shooting 80% from the field in the 1st to take a 40-18 lead .",Houston,,['gop'],"house,gop",88weighted
3604,,"Slides "" Exo browser "" Orchestrez votre #Chrome via un environnement #NodeJS https://github.com/spolu/exo_browser … via #ParisJS","Exo browser,#Chrome",,['gop'],"house,gop",88weighted
3605,,@KaitlynDever Happy Birthday to a fellow Arizonan . May your prayers come true . GOD bless you .,,,['gop'],"house,gop",88weighted
3606,,Kaya ka dinidiem ng ganyan kase akala nila may video kaden,,,['gop'],"house,gop",88weighted
3607,,RT @MaiDenisForever : ANG SAYA KO TALAGA .. MAY NAGPROPOSE BA S KIN ??? LOL #ALDUB2ndMonthsary,,,['gop'],"house,gop",88weighted
3608,,Three Days Grace hits the road again next week ! Check out the dates for August - September and SHARE this flier ...,Three Days Grace,,['gop'],"house,gop",88weighted
3609,,"RT @Horny4DaBiebs : #13 - Justin spotted out in Laguna Beach , California - August 8 #MTVHottest Justin Bieber","Justin,Laguna Beach,California,Justin Bieber",,['gop'],"house,gop",88weighted
3610,,"Mohammad Amir has been granted a visa by Immigration New Zealand ( INZ ) on Thursday and will travel with Pakistan side for the tour of NZ .""",,,['gop'],"house,gop",88weighted
3611,,Kmart Australia hit by customer data breach including names and addresses : Kmart Australia has called in the p ...,"Kmart Australia,Kmart Australia",,['gop'],"house,gop",88weighted
3612,,#GetParadox #ATLPromoTour April 13-15 Brought to you by @Bossladyentceo Follow on IG &amp; amp ; Twitter is @Getparadox,"IG,Twitter",,['gop'],"house,gop",88weighted
3613,,Yea naman ! go for 1m again JaDines #OTWOLAmericanDream https://t.co/OY2U65y1Jn,JaDines,,['gop'],"house,gop",88weighted
3614,,So freaking excited for Friday,,,['gop'],"house,gop",88weighted
3615,,Soccer-Romanian championship results and standings : May 1 ( Infostrada Sports ) - Results and standings from ... #RT,,,['gop'],"house,gop",88weighted
3616,,RT @Official_B1A4 : [ STARCAST ] #B1A4 blew the candles . Happy 4th debut anniversary !,,,['gop'],"house,gop",88weighted
3617,,“@AP : BREAKING : NOPD says 12 hurt at New Orleans Mother 's Day second-line parade shooting : -RJJ” more guns !!,"NOPD,New Orleans,Mother 's Day",,['gop'],"house,gop",88weighted
3618,,[ Jadwal Badminton ] 13 Nov 2015 Putri Perebutan Juara 3 18.30 : Pajak 4 vs Akun 5 FINAL 20.00 : Akun 8 vs Akun 6,"Pajak,Akun,Akun,Akun",,['gop'],"house,gop",88weighted
3619,,3RD APRIL PARTY AT @CLUBHUSH E . Sugar Creek RD #JCSU #JWU #CPCC #UNCC #PARTYKINGS #THEELITEMEN #CLT 704-428-9009,,,['gop'],"house,gop",88weighted
3620,,Michael Clifford from @5SOS The 29th is my horse show &amp; Im nervous Can I have your follow as good luck ? #vote5sos #kca @Michael5SOS x719,Michael Clifford,,['gop'],"house,gop",88weighted
3621,,@shannah101 INFINITY Sat 26th Sept @ The Qube Project . Tickets &amp; info :,"INFINITY,The Qube Project",,['gop'],"house,gop",88weighted
3622,,"Five things to know for Thursday , Aug . 20 : Five things to know for Thursday , Aug . 20 , 2015 , in Gainesville , Florida .","Gainesville,Florida",,['gop'],"house,gop",88weighted
3623,,"RT @suganormami : They only gonna get worse after the 5HCAs tomorrow , I can't wait",5HCAs,,['gop'],"house,gop",88weighted
3624,,Why tF am I working on 4th of July .........,,,['gop'],"house,gop",88weighted
3625,,RT @ProspectTime : CONFIRMED : Friday Download 's @RichardWisker4 joins the line-up ! Limited meet and greet HERE : https://t.co/jTsuWjyt79,,,['gop'],"house,gop",88weighted
3626,,"RT @YMCbuzz : We hope that today , tomorrow and every day after , you always #ChooseBeautiful Good Night !",,,['gop'],"house,gop",88weighted
3627,,"No news about Sheffield Wednesday takeover and the ratification of the Football League . I'm not worried , you can trust Mandaric ...","Sheffield Wednesday,Football League",,['gop'],"house,gop",88weighted
3628,,You may discover a few new interesting things to do with your ... More for Capricorn https://t.co/ZFQBLnvJg8,Capricorn,,['gop'],"house,gop",88weighted
3629,,Smhhhhh there was a shooting at a courthouse in wilmington at New Castle County Courthouse,wilmington,,['gop'],"house,gop",88weighted
3630,,"Reminder , this coming weekend i'll be at @LanDiego ' s UMVC3 Monthly to support SD ! I'll be giving 1st place winner free entry to Undefeated !","UMVC3 Monthly,Undefeated",,['gop'],"house,gop",88weighted
3631,,"“@allinwithchris : Shooting at Fort Hood Military Base , as Many as Eight Wounded via @nbcnews”",Fort Hood Military Base,,['gop'],"house,gop",88weighted
3632,,Do you rmbr i spoke on Maggi and suspicious emptying of market fr a new player perhaps ??! @DineshHegde @aemgd https://t.co/suqHEsCbcr,Maggi,,['gop'],"house,gop",88weighted
3633,,S/o to the insanely cute guy sat opposite me :-),,,['gop'],"house,gop",88weighted
3634,,@BeautifulHallyu I thought of it so ~ maybe next tuesday ^^,,,['gop'],"house,gop",88weighted
3635,,Will be fast and furious tomorrow onwards .. sigh ..,,,['gop'],"house,gop",88weighted
3636,,BBC News - Minimum alcohol pricing plan ' may breach EU law ' … #MUP #alcohol #publichealth,"BBC News,EU",,['gop'],"house,gop",88weighted
3637,,RT @RihannaDaily : Rihanna was pictured taking care of a baby monkey as she topped up her tan in Barbados on Sunday .,"Rihanna,Barbados",,['gop'],"house,gop",88weighted
3638,,@TownClowne @steam_games The cache leak/security breach contains enough information to attack the privacy and identity of people .,,,['gop'],"house,gop",88weighted
3639,,"Salut , moi sa va beaucoup mieux . Comme vous pouvez le contater , mon compte Twitter retrouve tout les abonnements qu'il avait perdu . Peace .",,,['gop'],"house,gop",88weighted
3640,,RT @WagPapansin : Maraming estudyanteng nagpupuyat para makanood ng GGV kahit may pasok bukas .,,,['gop'],"house,gop",88weighted
3641,,"RT @JBCrewdotcom : ( 25 ) More photos of Justin Bieber at the 2015 EMA 's in Milan , Italy . ( October 25 ) https://t.co/oby4uDKDDT","Justin Bieber,EMA,Milan,Italy",,['gop'],"house,gop",88weighted
3642,,"Pink 5 may be a bit of a squeeze , but it 's been free for the last 490 minutes and it 's not booked until 06:00 - 12:44",,,['gop'],"house,gop",88weighted
3643,,"VBulletin resets passwords , issues emergency patches following breach - …",VBulletin,,['gop'],"house,gop",88weighted
3644,,WP Engine Identifies Cloud Infrastructure Provider as Entry Point for Recent Security Breach #wordpress,WP Engine,,['gop'],"house,gop",88weighted
3645,,RT @NongPino : Yap mron na ako gf SoPher NewStart https://t.co/8FgQQokAte,,,['gop'],"house,gop",88weighted
3646,,"#xc0resecurity Boy arrested over TalkTalk attack sues newspapers , claiming privacy breach #infosec #netsec",TalkTalk,,['gop'],"house,gop",88weighted
3647,,"Snapchat , Skype hacks offer security lessons , experts say : The Snapchat breach that led to millions of user n ...","Snapchat,Skype,Snapchat",,['gop'],"house,gop",88weighted
3648,,Attending 9th World Immune Regulation Meeting in Davos ? Visit us at booth 116 ! #WIRM #allcongress,"World Immune Regulation Meeting,Davos,#WIRM",,['gop'],"house,gop",88weighted
3649,,"Time Warner Cable suffers suspected data breach , 320,000 customers at risk",Time Warner Cable,,['gop'],"house,gop",88weighted
3650,,Darien lake tomorrow,Darien lake,,['gop'],"house,gop",88weighted
3651,,RT @VhinCes : @itsShowtimena happy birthday sa lahat ng may bday !! #ShowtimeTuLoyAngPasko |PTA,,,['gop'],"house,gop",88weighted
3652,,wAIT DID CAMERON LEAVE THE BAND https://t.co/DB4QGzdA9c,CAMERON,,['gop'],"house,gop",88weighted
3653,,"Has always been ! #useless RT @temiokomi : For all of the plaudits for Welbeck 's 1st half performance , his final ball has been piss poor ...",Welbeck,,['gop'],"house,gop",88weighted
3654,,#MarysvilleShooting …,,,['gop'],"house,gop",88weighted
3655,,"@AVargasBellido @KenoRadio Thanks for following &amp; we'll see you at the Bakersfield Rock &amp; Country Music &amp; Art Festival , May 23 !",Bakersfield Rock &amp; Country Music &amp; Art Festival,,['gop'],"house,gop",88weighted
3656,,RT @AlDubBigBoyz : Aaahh may jake no . 1 at may jake no . 2 ... Hindi ko mahulaan ang mangyayari .. #ALDUBToSeeYouAgain https://t.co/aPf5sL6flT,,,['gop'],"house,gop",88weighted
3657,,Chicago Set for Protests Over Shooting by the Police #BlackLivesMatter,Chicago,,['gop'],"house,gop",88weighted
3658,,RT @ScottLucas_EA : #Syria Video : Civilians celebrate rebel capture of Brigade 52 base in #Daraa Province in south,"#Syria,Brigade 52,#Daraa",,['gop'],"house,gop",88weighted
3659,,"le menu brunch de ce samedi 28 Nov , yummy ! https://t.co/dSX1epUYR5",,,['gop'],"house,gop",88weighted
3660,,Vistes al mar #Tarragona @ Balco Del Mediterrani https://t.co/9i02gyUAfM,,,['gop'],"house,gop",88weighted
3661,,RT @seccountry : I'm not ready to say goodbye . Can we rewind to September ? https://t.co/ORjCD7RfHe,,,['gop'],"house,gop",88weighted
3662,,Thursday night practice at LSU . Broadcast Friday night at 6:45 on @AuburnIMGSports with @VoiceofAUTigers and me .,LSU,,['gop'],"house,gop",88weighted
3663,,"UPDATE : Police have located the car of David Fresques , a person of interest in #Midvaleshooting .",David Fresques,,['gop'],"house,gop",88weighted
3664,,3rd script kiddie arrested in TalkTalk breach,TalkTalk,,['gop'],"house,gop",88weighted
3665,,Boy arrested in TalkTalk probe sues three papers for breach of privacy,TalkTalk,,['gop'],"house,gop",88weighted
3666,,"RT @CuteEmergency : please sir , may Dobby have another ?",Dobby,,['gop'],"house,gop",88weighted
3667,,I recently heard there was a shooting at Marysville High School . Prayers go out to the people were effected by this event .,Marysville High School,,['gop'],"house,gop",88weighted
3668,,@talkSPORTDrive #bcafc kit man walking Lincoln to Bfd on sat to raise money for burns unit 30 years on from fire https://t.co/7kuiP0EEF6,"Lincoln,Bfd",,['gop'],"house,gop",88weighted
3669,,@drmuhlheim @aedweb May I volunteer to provide an Italian translation ? Research needs to be disseminated beyond language barriers !,,,['gop'],"house,gop",88weighted
3670,,"Twitter , Pinterest and Tumblr Notify of Security Breach After Zendesk Hack #Cybercrime","Twitter,Pinterest,Tumblr,Zendesk",,['gop'],"house,gop",88weighted
3671,,San Bernardino Shooting Raises Fears of Multiple Deaths via @nytimes,San Bernardino,,['gop'],"house,gop",88weighted
3672,,Four #Marines Killed in Chattanooga Shootings #ChattanoogaShooting,Chattanooga,,['gop'],"house,gop",88weighted
3673,,SHIT ITS 32 DEGREES TOMORROW IM ACTUALLY GOING TO BURN,,,['gop'],"house,gop",88weighted
3674,,Navy Yard shooting leaves 13 dead ; Washington Navy Yard shooter ID'd as Aaron Alexis among dead … via @YahooNews,"Washington Navy Yard,Aaron Alexis",,['gop'],"house,gop",88weighted
3675,,"Need some sleep , not a good Friday .",,,['gop'],"house,gop",88weighted
3676,,Shooting at Washington Navy Yard …,Washington Navy Yard,,['gop'],"house,gop",88weighted
3677,,"St . Joseph Health notifies 33,000 of potential data breach - #Imaging",St . Joseph Health,,['gop'],"house,gop",88weighted
3678,,"MASS SHOOTING IN DETROIT 8 SHOT , THREE DEAD SO FAR SHOOTERS ON THE LOOSE IN A WHITE CHEVY IMPALA",DETROIT,,['gop'],"house,gop",88weighted
3679,,RT @INNA_ClubRocker : #PHOTOS @inna_ro at Life Care conference for Biotissima in Bucharest ( Romania ) on March 16th #1,"Biotissima,Bucharest,Romania",,['gop'],"house,gop",88weighted
3680,,Bat ba lahat ng bagay may kapalit ?,,,['gop'],"house,gop",88weighted
3681,,Suspected ISIS Twitter Account Claims Responsibility for Chattanooga Shooting …,"ISIS,Twitter,Chattanooga",,['gop'],"house,gop",88weighted
3682,,RT @Jamiebower : December leers at me with all the promise of a fucking good time . You'll see x,,,['gop'],"house,gop",88weighted
3683,,RT @rodtilton10 : Wear RED Friday,,,['gop'],"house,gop",88weighted
3684,,Aptos CA - Chemistry Tutoring/Teaching - I have a daughter in 10th grade and she has been needing help with he ... https://t.co/ze4kLvSZF5,"Aptos,CA",,['gop'],"house,gop",88weighted
3685,,@RanbirsAarushi June 25th,,,['gop'],"house,gop",88weighted
3686,,RT @ImACelebBanter_ : When you see I'm a celeb starts next Sunday https://t.co/xZOhi6BVmH,,,['gop'],"house,gop",88weighted
3687,,I want to do Sunday all over again,,,['gop'],"house,gop",88weighted
3688,,@SincereRomantic @cityhall did you call the number I gave you ? If not call Monday . Twitter is hard to respond to your concern .,Twitter,,['gop'],"house,gop",88weighted
