,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
4207,Pure domination!,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.430225,2736,CoachJankos
4208,@FrankieEdgar reminds us that he's a straight BEAST!,[],[],0.0,UFC211,BEAST::*7*||,[],1,[],2019-01-27 13:18:18.430225,2736,CoachJankos
4209,Love @FrankieEdgar I want to see that title around his waist again!,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.430873,2737,OneOnly368
4210,is that fucking linkin park Meia?,['meia'],[],0.0,UFC211,Meia::*5*||,[],0,[],2019-01-27 13:18:18.431371,2738,DojoMaul
4211,Exactly my thoughts,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.431864,2739,thomasjw
4212,Let's go Maia !,['maia'],[],0.0,UFC211,Maia::*2*||,['maia'],0,['maia'],2019-01-27 13:18:18.432147,2740,DejaHill97
4213,CNN exemplifies the empty calories of infotainment with meaningless noise signifying nothing but the dmise of state…,['cnn'],['cnn'],0.0,nan,,['meaningless noise'],0,['cnn'],2019-01-27 13:18:18.432567,2741,DoreeeV
4214,RT Dmoceanu: 👊🏻 Always fights with his heart!,[],['rt'],0.0,Dominant,Dmoceanu::*1*||,[],0,[],2019-01-27 13:18:18.433231,2742,GetPaidinBlood
4215,"When one fighter enters to the song from ""Scarface"" and the other enters to  ""Numb"".","['scarface', 'numb']",[],0.0,UFC211,Scarface::*8*||Numb::*14*||,"['scarface', 'numb']",0,[],2019-01-27 13:18:18.433782,2743,TonyAbah01
4216,Tells you the mindset of the fighters,[],[],0.0,UFC211,,"['scarface', 'numb']",1,[],2019-01-27 13:18:18.433782,2743,TonyAbah01
4217,Let's go @demianmaia,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.434864,2744,wehaveagronk
4218,Let's go @demianmaia!,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.435144,2745,AjOsterkamp
4219,Holloway vs Aldo is going to be a 5-round war ending in a close decision.,"['holloway', 'aldo']",['imo'],0.0,"ufc211, ufc212",Aldo::*2*||5-round::*8*||,"['holloway', 'aldo']",0,"['holloway', 'aldo']",2019-01-27 13:18:18.435421,2746,JonBon_Joey
4220,Anything else would be shocking imo,[],['imo'],0.0,"ufc211, ufc212",,"['holloway', 'aldo']",1,"['holloway', 'aldo']",2019-01-27 13:18:18.435421,2746,JonBon_Joey
4221,I feel like it's because he thinks the lyrics are about choking someone.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.436485,2747,TonyThumbPoke
4222,Maia vs. Masvidal giving me goosebumps.,"['maia', 'masvidal']",[],0.0,UFC211,Masvidal::*2*||,['maia'],0,"['maia', 'masvidal']",2019-01-27 13:18:18.437013,2748,andremgeorgiou
4223,@FrankieEdgar beat up @panteraufc like hes bestfriends with @bjpenndotcom,[],[],0.0,"UFC211, TheAnswer, saturdaynight, NewYork, RealDeal, livinglegend",,[],0,[],2019-01-27 13:18:18.437562,2749,SBTheCritic
4224,Masvidal just oozes confidence,['masvidal'],[],0.0,UFC211,,['masvidal'],0,['masvidal'],2019-01-27 13:18:18.438018,2750,RealCJHanratty
4225,🇭🇷🇺🇸 @stipemiocicufc,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.438360,2751,_LeoLeoLeoLeo_
4226,🏆 Heavyweight Champ,[],[],0.0,UFC211,Heavyweight Champ::*1*2*||,[],1,[],2019-01-27 13:18:18.438360,2751,_LeoLeoLeoLeo_
4227,📆 Tonight!,[],[],0.0,UFC211,,[],2,[],2019-01-27 13:18:18.438360,2751,_LeoLeoLeoLeo_
4228,that sucks that the fight didn't go all three rounds but Frankie Edgar got their Victory and that's good enough I guess but oh well,['frankie edgar'],['frankie edgar'],0.0,UFC211,Frankie Edgar::*11*12*||Victory::*15*||,['frankie edgar'],0,['frankie edgar'],2019-01-27 13:18:18.439002,2752,chris_drop
4229,RT @TommyToeHold: Masvidal coming out to the Scarface music is one of my all time favorite entrances.,"['masvidal', 'scarface']",['rt'],0.0,UFC211,Masvidal::*2*||Scarface::*7*||,[],0,['masvidal'],2019-01-27 13:18:18.439961,2753,FredoWin
4230,It's perfect.,[],['rt'],0.0,UFC211,,[],1,['masvidal'],2019-01-27 13:18:18.439961,2753,FredoWin
4231,Masvidal got me convinced with that music.,['masvidal'],[],0.0,UFC211,,[],0,['masvidal'],2019-01-27 13:18:18.440881,2754,Pete_Hero
4232,"I got Masvidal, but don't feel confident at all about it.",['masvidal'],[],0.0,UFC211,Masvidal::*2*||,['maia'],0,['maia'],2019-01-27 13:18:18.441288,2755,blakjordanbreen
4233,Maia is such a beast.,['maia'],[],0.0,UFC211,,['maia'],1,['maia'],2019-01-27 13:18:18.441288,2755,blakjordanbreen
4234,Here's my breakdown,[],[],0.0,UFC211,,['maia'],2,['maia'],2019-01-27 13:18:18.441288,2755,blakjordanbreen
4235,"""Gamebred"" vs. ""The Sleep-Inducing Backpack"" next!","['gamebred', 'the sleep inducing backpack']",[],0.0,UFC211,The Sleep-Inducing Backpack::*2*3*4*||,[],0,[],2019-01-27 13:18:18.442192,2756,IndeedIndeedInc
4236,@FrankieEdgar was fired up walking by media row.,[],['media row'],0.0,nan,,[],0,[],2019-01-27 13:18:18.442882,2757,DbLaZe802
4237,He just sent a reminder to anyone who doubted him going into this fight,[],['media row'],0.0,nan,,[],1,[],2019-01-27 13:18:18.442882,2757,DbLaZe802
4238,Maia with the Linkin Park classic walk out song,"['maia', 'linkin park']",[],0.0,UFC211,Maia with the Linkin Park::*0*1*2*3*4*||,"['maia', 'linkin park']",0,['maia'],2019-01-27 13:18:18.443689,2758,tootalljoness
4239,Yay Maia coming out to Numb by @linkinpark.,"['maia', 'numb']",[],0.0,UFC211,Maia::*1*||Numb::*5*||,['yay maia'],0,['yay maia'],2019-01-27 13:18:18.444238,2759,joshflowers1
4240,Fucking love this guy.,[],[],0.0,UFC211,,['yay maia'],1,['yay maia'],2019-01-27 13:18:18.444238,2759,joshflowers1
4241,masvidal the executioner,['masvidal'],['the executioner'],0.0,ufc211,nan,[],0,[],2019-01-27 13:18:18.445023,2760,Demitriousj
4242,pretty crazy I bet you everybody thought that Frankie Edgar was going to get beat up because Rodriguez is so good but the opposite☺😀,"['frankie edgar', 'rodriguez']",['frankie edgar'],0.0,UFC211,Frankie Edgar::*8*9*||Rodriguez::*17*||,"['frankie edgar', 'rodriguez']",0,"['frankie edgar', 'rodriguez']",2019-01-27 13:18:18.445210,2761,chris_drop
4243,So far the prelims for  have been better than the main card.,[],[],0.0,"UFC211, edgarvsrodriguez",,[],0,[],2019-01-27 13:18:18.446164,2762,BoydAlmighty
4244,Last 3 were all fight of the night contenders.,[],[],0.0,"UFC211, edgarvsrodriguez",Last 3::*0*1*||,[],1,[],2019-01-27 13:18:18.446164,2762,BoydAlmighty
4245,But  👌🏾,[],[],0.0,"UFC211, edgarvsrodriguez",,[],2,[],2019-01-27 13:18:18.446164,2762,BoydAlmighty
4246,"Cuban nigga comes out to scarface theme song winner in my book, Arriba 🇨🇺!!!!!","['cuban', 'scarface', 'arriba']",[],0.0,UFC211,Arriba::*12*||,['arriba'],0,[],2019-01-27 13:18:18.447134,2763,hrln_89
4247,Lmao,[],[],0.0,UFC211,nan,['arriba'],1,[],2019-01-27 13:18:18.447134,2763,hrln_89
4248,I have so much respect for Frankie Edgar,['frankie edgar'],['frankie edgar'],0.0,UFC211,Frankie Edgar::*6*7*||,['frankie edgar'],0,['frankie edgar'],2019-01-27 13:18:18.447961,2764,FashionHitList
4249,Masvidal is coming for that title!,['masvidal'],[],0.0,UFC211,,['masvidal'],0,['masvidal'],2019-01-27 13:18:18.448471,2765,ElPayasoMMA
4250,Wow!,[],['wow!'],0.0,UFC211,nan,['eddie alvarez'],0,['eddie alvarez'],2019-01-27 13:18:18.448820,2766,AlwaysEvolving_
4251,@DustinPoirier pouring it on Eddie Alvarez at !,['eddie alvarez'],['wow!'],0.0,UFC211,Eddie Alvarez::*4*5*||,['eddie alvarez'],1,['eddie alvarez'],2019-01-27 13:18:18.448820,2766,AlwaysEvolving_
4252,Hopefully he will never win another one.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.449391,2767,TICKPADDYDARREN
4253,Live community chat  Maia vs Masvidal on the Sherdog Forums!!!,"['maia', 'masvidal', 'sherdog forums']",[],0.0,UFC211,Maia::*3*||Masvidal on the Sherdog Forums::*5*6*7*8*9*||,['maia'],0,"['maia', 'masvidal']",2019-01-27 13:18:18.449769,2768,SherdogDrake
4254,@sherdogdotcom…,[],[],0.0,UFC211,,['maia'],1,"['maia', 'masvidal']",2019-01-27 13:18:18.449769,2768,SherdogDrake
4255,Everyone who just watched David Branch def.,['david branch'],['david branch'],0.0,UFC211,David Branch::*4*5*||,['david branch'],0,['david branch def. krzysztof jotko'],2019-01-27 13:18:18.450599,2769,AaronG80
4256,Krzysztof Jotko please look into my pen here ....,['krzysztof jotko'],['david branch'],0.0,UFC211,Krzysztof Jotko::*0*1*||,['david branch'],1,['david branch def. krzysztof jotko'],2019-01-27 13:18:18.450599,2769,AaronG80
4257,U have a secret here is a place to share it no judgements or DM is cool too,['dm'],[],0.0,"UFC211, DoctorWho, MasterofNone, frontcover, WangoTango, F4F",DM::*14*||,[],0,[],2019-01-27 13:18:18.451506,2770,JaneDoethinks21
4258,He came out to the scarface theme 😂😂,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.452194,2771,800Hertz
4259,let's go @GamebredFighter,[],[],0.0,"TeamEasyMoney, UFC211",,[],0,[],2019-01-27 13:18:18.452586,2772,ricoj3323
4260,"God, this fight is special.",[],[],0.0,UFC211,,['god'],0,[],2019-01-27 13:18:18.452943,2773,Chrismark94
4261,Masvidal/Maia @ufc @lthomasnews,"['masvidal', 'maia']",[],0.0,UFC211,Maia::*1*||,['god'],1,[],2019-01-27 13:18:18.452943,2773,Chrismark94
4262,Highlights from Frankie Edgar vs. Yair Rodriguez,"['frankie edgar', 'yair rodriguez']",['frankie edgar'],0.0,UFC211,Frankie Edgar::*2*3*||Yair Rodriguez::*5*6*||,"['frankie edgar', 'yair rodriguez']",0,"['frankie edgar', 'yair rodriguez']",2019-01-27 13:18:18.453607,2774,ARomeroXVII
4263,This is my main event,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.454255,2775,RJD_96
4264,Let.,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:18.454561,2776,KingCalmette
4265,Them.,[],[],0.0,nan,nan,[],1,[],2019-01-27 13:18:18.454561,2776,KingCalmette
4266,Know.,[],[],0.0,nan,nan,[],2,[],2019-01-27 13:18:18.454561,2776,KingCalmette
4267,Frankie is a dream killer  Congrats 🎈,['frankie'],[],0.0,UFC211,,['frankie'],0,['frankie'],2019-01-27 13:18:18.454908,2777,JoshElliott313
4268,I got Demian this fight,['demian'],[],0.0,UFC211,Demian::*2*||,[],0,['demian'],2019-01-27 13:18:18.455360,2778,Fuckjorgetbh
4269,Maia vs Masvidal should be fantastic.,"['maia', 'masvidal']",[],0.0,UFC211,Masvidal::*2*||,"['maia', 'maia']",0,"['maia', 'masvidal', 'maia', 'masvidal']",2019-01-27 13:18:18.455794,2779,Luv_Shukla
4270,Maia deserves the title shot but damn Masvidal is so much fun,"['maia', 'masvidal']",[],0.0,UFC211,Masvidal::*7*||,"['maia', 'maia']",1,"['maia', 'masvidal', 'maia', 'masvidal']",2019-01-27 13:18:18.455794,2779,Luv_Shukla
4271,Yikes two of my favorite fighters up next!,[],[],0.0,"FansWin, UFC211, JorgeMasvidal, DamienMaia",,[],0,[],2019-01-27 13:18:18.456715,2780,CollinBreaux
4272,@ufc,[],[],0.0,"FansWin, UFC211, JorgeMasvidal, DamienMaia",,[],1,[],2019-01-27 13:18:18.456715,2780,CollinBreaux
4273,@EliasTheodorou That first album was pretty sweet tho....,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.457194,2781,ArdaOcalTV
4274,"Punchfaces galore, y'all.",[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.457577,2782,GleidsonMMA
4275,That was ridic.,[],[],0.0,UFC211,,[],1,[],2019-01-27 13:18:18.457577,2782,GleidsonMMA
4276,Straight killer.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.458091,2783,Slapcevic12
4277,I like Masvidal but this is a easy win for Maia,"['masvidal', 'maia']",[],0.0,UFC211,Masvidal::*2*||Maia::*10*||,['maia'],0,"['masvidal', 'maia']",2019-01-27 13:18:18.458424,2784,Moshinho
4278,"damn, @FrankieEdgar fucked him up pretty bad!",[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.459036,2785,ItsJanado
4279,If I can't watch a @TheNotoriousMMA or @Cody_Nolove fight ???,[],['haha'],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.459392,2786,Nameluss1
4280,will do!,[],['haha'],0.0,UFC211,nan,[],1,[],2019-01-27 13:18:18.459392,2786,Nameluss1
4281,Haha!,[],['haha'],0.0,UFC211,nan,[],2,[],2019-01-27 13:18:18.459392,2786,Nameluss1
4282,Great card so far!,[],['haha'],0.0,UFC211,,[],3,[],2019-01-27 13:18:18.459392,2786,Nameluss1
4283,"Dear Demian Maia,",['demian maia'],[],0.0,UFC211,nan,"['demian maia', 'nate']",0,['nate marquardted'],2019-01-27 13:18:18.460147,2787,MikeJBknows
4284,Please don't get Nate Marquardted again by Masvidal.,[],[],0.0,UFC211,Nate Marquardted::*3*4*||Masvidal::*7*||,"['demian maia', 'nate']",1,['nate marquardted'],2019-01-27 13:18:18.460147,2787,MikeJBknows
4285,@UFC,"['nate', 'masvidal']",[],0.0,UFC211,,"['demian maia', 'nate']",2,['nate marquardted'],2019-01-27 13:18:18.460147,2787,MikeJBknows
4286,Hope @demianmaia gives @GamebredFighter some humble pie,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.460992,2788,Toby98
4287,More of the same by @FrankieEdgar,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.461366,2789,FriskoAteUrKID
4288,Already nervous as shit.,[],[],0.0,ufc211,,[],0,[],2019-01-27 13:18:18.461706,2790,berdgit
4289,Let's go @GamebredFighter !!!!,[],[],0.0,ufc211,,[],1,[],2019-01-27 13:18:18.461706,2790,berdgit
4290,💪🏼💪🏼💪🏼,[],[],0.0,ufc211,,[],2,[],2019-01-27 13:18:18.461706,2790,berdgit
4291,Let's go @GamebredFighter !!!!,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.462289,2791,Muay_Thai_Lover
4292,🔥👊🏻💪🏻,[],[],0.0,UFC211,,[],1,[],2019-01-27 13:18:18.462289,2791,Muay_Thai_Lover
4293,does another number one contendership keep his slot or does the Agent 47 of UFC take it from him,[],[],0.0,UFC211,Agent 47 of UFC::*11*12*13*14*||,['ufc'],0,['ufc'],2019-01-27 13:18:18.462660,2792,DaDrainPipe
4294,Scarface theme I love it @GamebredFighter,['scarface'],['scarface'],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.463436,2793,CigarCity27
4295,Damn,[],[],0.0,nan,nan,[],0,['damn'],2019-01-27 13:18:18.463805,2794,Franksantin_23
4296,Frankie edgar vs cub swanson?,"['frankie edgar', 'cub swanson']",[],0.0,ufc211,,['frankie edgar'],0,['frankie'],2019-01-27 13:18:18.464010,2795,JoeRoga64441572
4297,Demian Maia walks out to Linkin Park “Numb”,"['demian maia', 'linkin park', 'numb']",['demian maia'],0.0,UFC211,Demian Maia::*0*1*||Linkin Park::*5*6*||“Numb::*7*||,"['demian maia', 'linkin park']",0,"['demian maia', 'linkin park']",2019-01-27 13:18:18.464328,2796,sherdogdotcom
4298,"Jorge Masvidal self-imposing Arn Anderson's ""Enforcer"" duties on the UFC roster.","['jorge masvidal', 'arn anderson', 'enforcer', 'ufc']",['jorge masvidal'],0.0,UFC211,Jorge Masvidal::*0*1*||Arn Anderson's::*3*4*||Enforcer::*5*||UFC::*9*||,"['jorge masvidal', 'arn anderson', 'enforcer']",0,"['jorge masvidal', 'ufc']",2019-01-27 13:18:18.465056,2797,SecretMovesMMA
4299,Post Fight Interview with @DavidcBranchMMA @BSO,[],[],0.0,UFC211,Post Fight Interview::*0*1*2*||,[],0,[],2019-01-27 13:18:18.465968,2798,TheTruthJackson
4300,Here we go!,[],[],0.0,gamebred,,[],0,[],2019-01-27 13:18:18.466467,2799,user004931
4301,"If Masvidal can take Maia into the 3rd round, Maia will tire &amp; be susceptible to be KO'd.","['masvidal', 'maia', 'maia']",[],0.0,UFC211,Masvidal::*1*||Maia::*4*||3rd::*7*||Maia::*9*||KO'd::*17*||,"['maia', ""ko'd. otherwise masvidal""]",0,"['masvidal', 'maia', 'masvidal']",2019-01-27 13:18:18.466745,2800,MontyArthur
4302,Otherwise Masvidal will be subbed in 1st.,['masvidal'],[],0.0,UFC211,Masvidal::*1*||1st::*6*||,"['maia', ""ko'd. otherwise masvidal""]",1,"['masvidal', 'maia', 'masvidal']",2019-01-27 13:18:18.466745,2800,MontyArthur
4303,What's up MichaelIrvin88?,[],[],0.0,UFC211,nan,[],0,[],2019-01-27 13:18:18.468345,2801,GetPaidinBlood
4304,Alright!!,[],[],0.0,UFC211,nan,[],0,[],2019-01-27 13:18:18.468609,2802,JericsonCantubs
4305,Yuuuuuckkkk.,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:18.468849,2803,ChrisC0llins
4306,Doesn't even look like himself,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:18.468849,2803,ChrisC0llins
4307,@GamebredFighter coming out to the Scarface theme was cold as ice!,['scarface'],[],0.0,UFC211,Scarface::*5*||,['scarface'],0,[],2019-01-27 13:18:18.469260,2804,EmpeyJoel
4308,Maia threw more shadow-box punches in the hype package than he will in this fight.,['maia'],[],0.0,UFC211,,['maia'],0,['maia'],2019-01-27 13:18:18.469825,2805,bendertm
4309,TMT Boxer Broke And Driving Uber    Bobby Ryan ...,"['tmt', 'uber', 'bobby ryan']","['tmt boxer', 'bobby ryan', 'uber']",0.0,"UFC211, zacbrownbandlive, WangoTango",nan,['bobby ryan'],0,"['tmt boxer', 'bobby ryan']",2019-01-27 13:18:18.470394,2806,iam_dapeter
4310,DEMIAN WHAT ARE YOU DOING.,['demian'],['demian what'],0.0,UFC211,nan,['linkin park curse'],0,['demian'],2019-01-27 13:18:18.470731,2807,Sir_Brendan
4311,LINKIN PARK CURSE.,['linkin park'],['demian what'],0.0,UFC211,nan,['linkin park curse'],1,['demian'],2019-01-27 13:18:18.470731,2807,Sir_Brendan
4312,NOOOOOO,[],['demian what'],0.0,UFC211,nan,['linkin park curse'],2,['demian'],2019-01-27 13:18:18.470731,2807,Sir_Brendan
4313,Come on Maia,['maia'],[],0.0,UFC211,nan,['maia'],0,['maia'],2019-01-27 13:18:18.470972,2808,DPlatt3699
4314,"Masvidal is a true fighter with a salty 32-11 record, but I like him for this matchup.",['masvidal'],[],0.0,UFC211,32-11::*8*||,[],0,['masvidal'],2019-01-27 13:18:18.471204,2809,christianvluc
4315,Good heavens.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.471872,2810,TheEliJordan
4316,Top level mangling.,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:18.471872,2810,TheEliJordan
4317,Very Interesting Fight Coming Up!,[],[],0.0,UFC211,nan,[],0,[],2019-01-27 13:18:18.472289,2811,AnthonyHunt9
4318,@GamebredFighter vs @demianmaia?,[],[],0.0,UFC211,,[],1,[],2019-01-27 13:18:18.472289,2811,AnthonyHunt9
4319,Eddie Alvarez won that fight via Prison Rules.,['eddie alvarez'],"['prison rules', 'eddie alvarez']",0.0,UFC211,Eddie Alvarez::*0*1*||Prison Rules::*6*7*||,['eddie alvarez'],0,['eddie alvarez'],2019-01-27 13:18:18.472705,2812,That_guy_621
4320,Come on @demianmaia,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.473395,2813,XdanielkingX
4321,Good luck to the champ @stipemiocicufc tonight!,[],[],0.0,"DefendTheLand, UFC211",,[],0,[],2019-01-27 13:18:18.473755,2814,TayWits
4322,👊🏼,[],[],0.0,"DefendTheLand, UFC211",,[],1,[],2019-01-27 13:18:18.473755,2814,TayWits
4323,We’ll be cheering for you when you  at !…,[],[],0.0,"DefendTheLand, UFC211",,[],2,[],2019-01-27 13:18:18.473755,2814,TayWits
4324,Maia v Masvidal this was my favorite interesting matchup to watch.,"['maia', 'masvidal']","['maia v masvidal', 'maia']",0.0,UFC211,Masvidal::*2*||,"['maia', 'maia']",0,"['maia', 'masvidal', 'maia ��']",2019-01-27 13:18:18.474654,2815,mvpdream34
4325,Can anyone in this division figure the puzzle of Maia 👀,['maia'],"['maia v masvidal', 'maia']",0.0,UFC211,Maia::*9*||,"['maia', 'maia']",1,"['maia', 'masvidal', 'maia ��']",2019-01-27 13:18:18.474654,2815,mvpdream34
4326,Maia is the greatest BJJ practitioner to ever step into the octagon.,"['maia', 'bjj']",[],0.0,UFC211,BJJ::*4*||,['maia'],0,['maia'],2019-01-27 13:18:18.475684,2816,Notorious_RAF
4327,So pumped for this match up!,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.476326,2817,Migstah
4328,Who you got?,[],[],0.0,UFC211,,[],1,[],2019-01-27 13:18:18.476326,2817,Migstah
4329,Congrats @FrankieEdgar u did great job!,[],[],0.0,"UFC211, LEGEND",,[],0,[],2019-01-27 13:18:18.476802,2818,knockouts365
4330,titleshot next!,[],[],0.0,"UFC211, LEGEND",,[],1,[],2019-01-27 13:18:18.476802,2818,knockouts365
4331,Maia can still get it.,['maia'],[],0.0,UFC211,,[],0,['maia'],2019-01-27 13:18:18.477244,2819,RealMainEvent
4332,Watching Edgar smash the shit outta that damn eye,['edgar'],[],0.0,UFC211,Watching Edgar::*0*1*||,['edgar'],0,['edgar'],2019-01-27 13:18:18.477576,2820,ikilled_anthony
4333,Let's go Maia.,['maia'],[],0.0,ufc211,Maia::*2*||,['maia'],0,[],2019-01-27 13:18:18.478243,2821,mcshanesound
4334,Check this out!,[],[],0.0,"Fiverr, UFC211, zacbrownbandlive",nan,[],0,[],2019-01-27 13:18:18.478714,2822,newton_engineer
4335,I will do computer networking and IT security on,"['computer networking', 'it security']",[],0.0,"Fiverr, UFC211, zacbrownbandlive",,[],1,[],2019-01-27 13:18:18.478714,2822,newton_engineer
4336,Yep.,[],[],0.0,nan,nan,[],0,['yair'],2019-01-27 13:18:18.479183,2823,mookiealexander
4337,"I think Yair needs to move to a bigger camp, full-time.",['yair'],[],0.0,nan,Yair::*2*||,[],1,['yair'],2019-01-27 13:18:18.479183,2823,mookiealexander
4338,"Maia has the best bjj in MMA &amp; if he takes Masvidal to the mat, it's a done deal but if it stays standing, that's Masvidal's fight","['maia', 'mma', 'masvidal', 'masvidal']",[],0.0,nan,MMA::*6*||Masvidal::*11*||Masvidal's::*25*||,"['maia', 'mma']",0,"['maia', 'mma', 'masvidal']",2019-01-27 13:18:18.479804,2824,mrlopez84
4339,lets hope this is proven wrong.,[],[],0.0,ufc211,nan,[],0,[],2019-01-27 13:18:18.480985,2825,thanew
4340,Masvidal can absolutely win.,['masvidal'],[],0.0,UFC211,,[],0,['masvidal'],2019-01-27 13:18:18.481170,2826,westcoastlolo_
4341,Takedown defense and boxing are his best friends tonight.,[],[],0.0,UFC211,,[],1,['masvidal'],2019-01-27 13:18:18.481170,2826,westcoastlolo_
4342,Well deserved!,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.481760,2827,morgyman
4343,@FakeJoeSilva,[],[],0.0,UFC211,,[],1,[],2019-01-27 13:18:18.481760,2827,morgyman
4344,A title shot is on the line at .,[],['jorge masvidal'],0.0,UFC211,,['jorge masvidal'],0,['jorge masvidal'],2019-01-27 13:18:18.482101,2828,MMAHWatch
4345,It's demianmaia vs. Jorge Masvidal (GamebredFighter) up now.…,"['jorge masvidal', 'gamebredfighter']",['jorge masvidal'],0.0,UFC211,Jorge Masvidal::*3*4*||GamebredFighter::*5*||,['jorge masvidal'],1,['jorge masvidal'],2019-01-27 13:18:18.482101,2828,MMAHWatch
